_id,ONDERWIJSBESTUURID,ONDERWIJSAANBIEDERID,ONDERWIJSAANBIEDERGROEPID,ONDERWIJSBEGELEIDINGSAANBIEDERID,BEGINDATUM,EINDDATUM,CONTEXT,SUBCONTEXT_NUMMER,SUBCONTEXT,CONTACTNAAM,EMAILADRES,FAXNUMMER,TELEFOONNUMMER,WEBADRES,BEZOEKNL_STRAATNAAM,BEZOEKNL_HUISNUMMER,BEZOEKNL_HUISNUMMERTOEVOEGING,BEZOEKNL_POSTCODE,BEZOEKNL_PLAATSNAAM,POSTNL_STRAATNAAM,POSTNL_HUISNUMMER,POSTNL_HUISNUMMERTOEVOEGING,POSTNL_POSTCODE,POSTNL_PLAATSNAAM,BEZOEKBTL_ADRESREGEL_EEN,BEZOEKBTL_ADRESREGEL_TWEE,BEZOEKBTL_ADRESREGEL_DRIE,BEZOEKBTL_LANDNAAM,POSTBTL_ADRESREGEL_EEN,POSTBTL_ADRESREGEL_TWEE,POSTBTL_ADRESREGEL_DRIE,POSTBTL_LANDNAAM
117,100B410,,,,1990-05-08T00:00:00,,ALGEMEEN,1,,,,,0765203344,,Mgr. Hopmansstraat,15,,4817JT,BREDA,Postbus,9355,,4801LJ,BREDA,,,,,,,,
118,100B411,,,,2022-07-20T00:00:00,,ALGEMEEN,1,,,,,0765048000,http://www.curio.nl,Trivium,74,,4873LP,ETTEN-LEUR,Postbus,699,,4870AR,ETTEN-LEUR,,,,,,,,
119,100B412,,,,2024-04-18T00:00:00,,AANMELDEN,3,,Studenten service centrum,info@alfa-college.nl,,050-5973400,http://www.alfa-college.nl,Admiraal de Ruyterlaan,2,,9726GR,Groningen,POSTBUS,220,,9700AE,Groningen,,,,,,,,
120,100B412,,,,2024-07-01T00:00:00,,ALGEMEEN,1,,,info@alfa-college.nl,,050-5973000,http://www.alfa-college.nl,Boumaboulevard,573,,9723ZS,GRONINGEN,Postbus,212,,9700AE,GRONINGEN,,,,,,,,
121,100B414,,,,2021-02-03T00:00:00,,AANMELDEN,2,,Studenten Servicepunt,aanmelden@glu.nl,,0302807080,,,,,,,,,,,,,,,,,,,
122,100B414,,,,2020-01-16T00:00:00,,ALGEMEEN,1,,,info@glu.nl,,0302807070,http://www.glu.nl,Vondellaan,178,,3521GH,UTRECHT,Postbus,5066,,3502JB,UTRECHT,,,,,,,,
123,100B419,,,,2015-03-17T00:00:00,,ALGEMEEN,1,,,,,0884354200,http://www.helicon.nl,Kooikersweg,2,,5223KA,'S-HERTOGENBOSCH,Kooikersweg,2,,5223KA,'S-HERTOGENBOSCH,,,,,,,,
124,100B421,,,,2024-11-13T00:00:00,,AANMELDEN,3,,,studentenadm@ter-aa.nl,,0492-507909,https://www.ter-aa.nl,Keizerin Marialaan,2,,5702NR,Helmond,POSTBUS,490,,5700AL,Helmond,,,,,,,,
125,100B421,,,,2024-10-29T00:00:00,,ALGEMEEN,1,,,info@ter-aa.nl,,0492-507900,https://www.ter-aa.nl,Keizerin Marialaan,2,,5702NR,HELMOND,Postbus,490,,5700AL,HELMOND,,,,,,,,
126,100B423,,,,1990-06-01T00:00:00,,ALGEMEEN,1,,,,,0263542855,,Bergstraat,280,,6811LH,ARNHEM,Postbus,318,,6800AH,ARNHEM,,,,,,,,
127,100B424,,,,2000-08-01T00:00:00,,ALGEMEEN,1,,,,,,,Voornsevliet,6,,3082KZ,ROTTERDAM,Postbus,55599,,3008DB,ROTTERDAM,,,,,,,,
128,100B427,,,,1990-06-22T00:00:00,,ALGEMEEN,1,,,,,0493492202,,Narcissenstraat,19,,5701WS,HELMOND,Speelheuvelstraat,43,,5711AS,SOMEREN,,,,,,,,
129,100B428,,,,1997-04-23T00:00:00,,ALGEMEEN,1,,,,,0433281111,,Bassin,184,,6211AL,MAASTRICHT,Postbus,1825,,6201BV,MAASTRICHT,,,,,,,,
130,100B429,,,,1990-08-29T00:00:00,,ALGEMEEN,1,,,,,0104118444,,Nieuwstraat,15,,3011GM,ROTTERDAM,Postbus,1043,,3000BA,ROTTERDAM,,,,,,,,
131,100B430,,,,1989-12-14T00:00:00,,ALGEMEEN,1,,,,,0183632288,,Gildenweg,4,,4204GH,GORINCHEM,Gildenweg,4,,4204GH,GORINCHEM,,,,,,,,
132,100B431,,,,2000-02-16T00:00:00,,ALGEMEEN,1,,,,,0475381700,,Wilhelminasingel,25,,6041CH,ROERMOND,Postbus,1094,,6040KB,ROERMOND,,,,,,,,
133,100B432,,,,2024-02-26T00:00:00,,AANMELDEN,2,,Studentenadministratie,studentenadministratie@zadkine.nl,,088-9452480,https://www.zadkine.nl/aanmelden,Benthemplein,15,,3032CC,Rotterdam,POSTBUS,84021,,3009CA,Rotterdam,,,,,,,,
134,100B432,,,,2024-02-26T00:00:00,,ALGEMEEN,1,,,,,088-9452480,https://www.zadkine.nl/,Benthemplein,15,,3032CC,Rotterdam,Postbus,84021,,3009CA,ROTTERDAM,,,,,,,,
135,100B433,,,,2023-05-10T00:00:00,,ALGEMEEN,1,,Algemeen,info@huygenscollege.nl,,0402516221,http://www.christiaanhuygenscollege.nl,Rachmaninowlaan,2,,5653AT,Eindhoven,Postbus,8827,,5605LV,EINDHOVEN,,,,,,,,
136,100B434,,,,2025-12-18T00:00:00,,ALGEMEEN,1,,,bestuurssecretariaat@fierderonderwijs.nl,,0850882501,http://www.fierderonderwijs.nl,Leerweg,1,,9202LE,Drachten,Leerweg,1,,9202LE,Drachten,,,,,,,,
137,100B436,,,,2012-10-24T00:00:00,,ALGEMEEN,1,,,,,0505719500,,Verzetsstrijderslaan,220,,9727CK,GRONINGEN,Verzetsstrijderslaan,220,,9727CK,GRONINGEN,,,,,,,,
138,100B437,,,,1990-06-18T00:00:00,,ALGEMEEN,1,,,,,0512515725,,Raai,200,,9202HX,DRACHTEN,Postbus,715,,9200AS,DRACHTEN,,,,,,,,
139,100B439,,,,1900-01-01T00:00:00,,ALGEMEEN,1,,,,,0383866942,,Arembergerstraat,3,,8064BC,ZWARTSLUIS,Arembergerstraat,3,,8064BC,ZWARTSLUIS,,,,,,,,
140,100B440,,,,2012-12-11T00:00:00,,ALGEMEEN,1,,,,,0343431345,http://www.sgmaarsbergen.nl,Woudenbergseweg,22,a,3953MG,MAARSBERGEN,Woudenbergseweg,22,a,3953MG,MAARSBERGEN,,,,,,,,
141,100B441,,,,2024-03-05T00:00:00,,ALGEMEEN,1,,,administratie@gymnasium-sorghvliet.nl,,0703451577,http://www.gymnasium-sorghvliet.nl,Johan de Wittlaan,22,,2517JR,'S-GRAVENHAGE,Johan de Wittlaan,22,,2517JR,'S-GRAVENHAGE,,,,,,,,
142,100B442,,,,2012-08-10T00:00:00,,ALGEMEEN,1,,,,,0341499100,http://www.soma-college.nl,Ceintuurbaan,2,,3847LG,HARDERWIJK,Postbus,332,,3840AH,HARDERWIJK,,,,,,,,
143,100B445,,,,2024-10-16T00:00:00,,ALGEMEEN,1,,,bestuurssecretariaat@carmel.nl,,074-2455555,http://www.carmel.nl,Drienerparkweg,16,,7552EB,HENGELO OV,Postbus,864,,7550AW,HENGELO OV,,,,,,,,
144,100B448,,,,2017-11-09T00:00:00,,ALGEMEEN,1,,,,,0553788800,http://www.hoenderloo-groep.nl,Kampheuvellaan,34,,7351DA,HOENDERLOO,Postbus,73,,7350AB,HOENDERLOO,,,,,,,,
145,100B449,,,,2020-01-10T00:00:00,,ALGEMEEN,1,,,info@ccnv.nl,,0341436170,http://www.ccnv.nl,Stationslaan,26,,3842LA,HARDERWIJK,Postbus,29,,3840AA,HARDERWIJK,,,,,,,,
146,100B450,,,,2017-02-04T00:00:00,,ALGEMEEN,1,,,,,0793319204,http://www.erasmuscollege.nl,van Doornenplantsoen,21,,2722ZA,ZOETERMEER,van Doornenplantsoen,31,,2722ZA,ZOETERMEER,,,,,,,,
147,100B452,,,,1900-01-01T00:00:00,,ALGEMEEN,1,,,,,0413480888,,Kortestraat,3,,5491SZ,SINT-OEDENRODE,Postbus,47,,5490AA,SINT-OEDENRODE,,,,,,,,
148,100B453,,,,2010-06-07T00:00:00,,ALGEMEEN,1,,,,,0413475127,,Paul Rinkstraat,2,,5461GS,VEGHEL,Paul Rinkstraat,2,,5461GS,VEGHEL,,,,,,,,
149,100B456,,,,1997-11-12T00:00:00,,ALGEMEEN,1,,,,,0528287618,,Voltastraat,33,,7903AA,HOOGEVEEN,Postbus,2009,,7900BA,HOOGEVEEN,,,,,,,,
150,100B459,,,,1997-05-20T00:00:00,,ALGEMEEN,1,,,,,0263516500,,Amsterdamseweg,15,,6814CM,ARNHEM,Postbus,828,,6800AV,ARNHEM,,,,,,,,
151,100B462,,,,2022-08-17T00:00:00,,ALGEMEEN,1,,,info@instituut-thomas.nl,,0736135665,http://www.instituut-thomas.nl,Verwersstraat,51,,5211HT,'S-HERTOGENBOSCH,Verwersstraat,51,,5211HT,'S-HERTOGENBOSCH,,,,,,,,
152,100B464,,,,1980-07-01T00:00:00,,ALGEMEEN,1,,,,,0773549296,,Monseigneur Nolensplein,63,,5911GG,VENLO,Monseigneur Nolensplein,63,,5911GG,VENLO,,,,,,,,
153,100B470,,,,1957-09-01T00:00:00,,ALGEMEEN,1,,,,,0503131514,,Marktstraat,8,-8A,9712PC,GRONINGEN,Marktstraat,8,-8A,9712PC,GRONINGEN,,,,,,,,
154,100B471,,,,2022-06-30T00:00:00,,ALGEMEEN,1,,,,,0243226762,https://www.penso.nl,Kerkenbos,1063,G,6546BB,Nijmegen,Kerkenbos,1063,G,6546BB,Nijmegen,,,,,,,,
155,100B473,,,,1997-07-31T00:00:00,,ALGEMEEN,1,,,,,0165560801,,Spoorstraat,104,,4702VM,ROOSENDAAL,Spoorstraat,104,,4702VM,ROOSENDAAL,,,,,,,,
156,100B474,,,,1999-04-07T00:00:00,,ALGEMEEN,1,,,,,0223540300,,Sportlaan,38,,1782ND,DEN HELDER,Postbus,636,,1780AP,DEN HELDER,,,,,,,,
157,100B477,,,,2015-02-27T00:00:00,,ALGEMEEN,1,,,,,0306379944,http://www.heemlanden.nl,De Slinger,48,,3995DE,HOUTEN,De Slinger,48,,3995DE,HOUTEN,,,,,,,,
158,100B478,,,,2012-06-19T00:00:00,,ALGEMEEN,1,,,,,0519229600,http://www.dockingacollege.nl,Woudweg,140,,9101VP,DOKKUM,Postbus,66,,9100AB,DOKKUM,,,,,,,,
159,100B479,,,,2007-10-16T00:00:00,,ALGEMEEN,1,,,,,0318557010,http://www.de-csv.nl,Industrielaan,16,,3903AC,VEENENDAAL,Postbus,234,,3900AE,VEENENDAAL,,,,,,,,
160,100B480,,,,2023-03-28T00:00:00,,ALGEMEEN,1,,,info@cvo-zwfryslan.nl,,0515482464,http://www.cvo-zwfryslan.nl,Hemdijk,2,,8601XH,SNEEK,Postbus,175,,8600AD,SNEEK,,,,,,,,
161,100B481,,,,2025-12-18T00:00:00,,ALGEMEEN,1,,,bestuurssecretariaat@fierderonderwijs.nl,,0850882501,https://www.fierderonderwijs.nl,Leerweg,1,,9202LE,DRACHTEN,Leerweg,1,,9202LE,Drachten,,,,,,,,
162,100B482,,,,1998-11-03T00:00:00,,ALGEMEEN,1,,,,,0555212295,,Loolaan,346,,7315AD,APELDOORN,Postbus,387,,7300AJ,APELDOORN,,,,,,,,
163,100B484,,,,2025-03-07T00:00:00,,ALGEMEEN,1,,,bestuur@pcouwillibrord.nl,,0302723123,http://www.pcouwillibrord.nl,Grebbeberglaan,9,A,3527VX,Utrecht,Postbus,9419,,3506GK,UTRECHT,,,,,,,,
164,100B485,,,,2004-01-01T00:00:00,,ALGEMEEN,1,,,,,0384671120,http://www.groenewelle.nl,Koggelaan,7,,8017JN,ZWOLLE,Postbus,552,,8000AN,ZWOLLE,,,,,,,,
165,100B487,,,,2023-07-11T00:00:00,,ALGEMEEN,1,,bestuurssecretaris,bestuur@cvog.nl,,0343489911,http://www.cvog.nl,Graaf Adolflaan,4,,3708XB,ZEIST,Postbus,550,,3700AN,ZEIST,,,,,,,,
166,100B488,,,,1990-09-17T00:00:00,,ALGEMEEN,1,,,,,0302624535,,Fakkelstede,2,,3431HZ,NIEUWEGEIN,Postbus,626,,3430AP,NIEUWEGEIN,,,,,,,,
167,100B489,,,,2012-10-11T00:00:00,,ALGEMEEN,1,,,,,0162513469,http://www.dongemondcollege.nl,Collegeweg,1,,4942VC,RAAMSDONKSVEER,Postbus,124,,4940AC,RAAMSDONKSVEER,,,,,,,,
168,100B490,,,,2012-08-10T00:00:00,,ALGEMEEN,1,,,,,0505955555,http://www.hanze.nl,Zernikeplein,1,,9747AS,GRONINGEN,Postbus,30030,,9700RM,GRONINGEN,,,,,,,,
169,100B491,,,,2009-01-09T00:00:00,,ALGEMEEN,1,,,,,0223611200,http://www.rockopnh.nl,Sperwerstraat,4,,1781XC,DEN HELDER,Postbus,250,,1780AG,DEN HELDER,,,,,,,,
170,100B492,,,,2023-05-15T00:00:00,,ALGEMEEN,1,,,cvb@meerscholen.nl,,0334794040,http://www.meerscholen.nl,J.P. Sweelinckstraat,4,,3816PB,Amersfoort,POSTBUS,194,,3800AD,Amersfoort,,,,,,,,
171,100B493,,,,2020-01-21T00:00:00,,ALGEMEEN,1,,,info@rocrivor.nl,,0344656200,http://www.rocrivor.nl,Bachstraat,1,,4003KZ,TIEL,Postbus,365,,4000AJ,TIEL,,,,,,,,
172,100B494,,,,2004-02-05T00:00:00,,ALGEMEEN,1,,,,,0348417694,http://www.kalsbeek.nl,Jozef Israelslaan,56,,3443CT,WOERDEN,Postbus,145,,3440AC,WOERDEN,,,,,,,,
173,100B496,,,,2012-08-10T00:00:00,,ALGEMEEN,1,,,,,0402909420,http://www.lcl.nl,Celebeslaan,20,,5641AG,EINDHOVEN,Celebeslaan,20,,5641AG,EINDHOVEN,,,,,,,,
174,100B498,,,,1997-10-29T00:00:00,,ALGEMEEN,1,,,,,0206028560,,Slotermeerlaan,69,,1064HA,AMSTERDAM,Postbus,611,,3430AP,NIEUWEGEIN,,,,,,,,
175,100B500,,,,1998-04-14T00:00:00,,ALGEMEEN,1,,,,,0294413834,,Amstellandlaan,1,A,1382CD,WEESP,Amstellandlaan,1,A,1382CD,WEESP,,,,,,,,
176,100B501,,,,2022-03-24T00:00:00,,ALGEMEEN,1,,,,,0880206400,http://www.aerestech.nl,Zandlaan,29,,6717LN,Ede,Postbus,32,,6710BA,EDE GLD,,,,,,,,
177,100B505,,,,2024-02-26T00:00:00,,ALGEMEEN,1,,,oa@cswalcheren.nl,,0118652100,http://www.cswalcheren.nl,Griffioenstraat,17,,4334BK,MIDDELBURG,Postbus,541,,4330AM,MIDDELBURG,,,,,,,,
178,100B506,,,,2014-10-22T00:00:00,,ALGEMEEN,1,,,,,0365406363,http://www.almeersescholengroep.nl,Randstad,2031,,1314BC,ALMERE,Postbus,60276,,1320AH,ALMERE,,,,,,,,
179,100B507,,,,2012-07-26T00:00:00,,ALGEMEEN,1,,,,,0535730708,http://www.hetassink.nl,Bouwmeester,10,,7481LP,HAAKSBERGEN,Postbus,157,,7480AD,HAAKSBERGEN,,,,,,,,
180,100B508,,,,2013-05-14T00:00:00,,ALGEMEEN,1,,,,,0384233713,http://www.caldermobile.nl,Obrechtstraat,28,,8031AZ,ZWOLLE,Postbus,1442,,8001BK,ZWOLLE,,,,,,,,
181,100B510,,,,2012-12-19T00:00:00,,ALGEMEEN,1,,,,,0527681237,,Waaiershoek,46,,8321BH,URK,Waaiershoek,46,,8321BH,URK,,,,,,,,
182,100B511,,,,2020-03-03T00:00:00,,ALGEMEEN,1,,College van bestuur,info@guido.nl,,0334792900,http://www.guido.nl,Paladijnenweg,251,,3813DH,AMERSFOORT,POSTBUS,401,,3800AK,Amersfoort,,,,,,,,
183,100B515,,,,2020-06-03T00:00:00,,ALGEMEEN,1,,,secretariaatcvb@degoudsewaarden.nl,,0182516077,http://www.degoudsewaarden.nl,Kanaalstraat,31,,2801SH,GOUDA,Kanaalstraat,31,,2801SH,GOUDA,,,,,,,,
184,100B517,,,,2013-04-19T00:00:00,,ALGEMEEN,1,,,,,0517395900,http://www.annamaria.nl,Cort van der Lindenstraat,1,,8802RX,FRANEKER,Cort van der Lindenstraat,1,,8802RX,FRANEKER,,,,,,,,
185,100B519,,,,2025-03-12T00:00:00,,ALGEMEEN,1,,,info@noordik.nl,,0546581440,http://www.noordik.nl,Elsboerlaan,70,,7602BW,Almelo,Postbus,541,,7600AM,ALMELO,,,,,,,,
186,100B521,,,,2024-03-05T00:00:00,,ALGEMEEN,1,,,directie@dewillem.nl,,0186634340,http://www.dewillem.nl,Randweg,2,,3263RA,OUD-BEIJERLAND,Postbus,1390,,3260AJ,OUD-BEIJERLAND,,,,,,,,
187,100B522,,,,2022-12-21T00:00:00,,ALGEMEEN,1,,,bestuur@scholengroeptrivium.nl,,0599631920,https://www.scholengroeptrivium.nl,Stationslaan,17,,9503CA,STADSKANAAL,Postbus,137,,9500AC,STADSKANAAL,,,,,,,,
188,100B524,,,,2021-04-13T00:00:00,,ALGEMEEN,1,,,info@montessoricollege.nl,,0243283000,http://www.montessoricollege.nl,Kwakkenbergweg,27,,6523MJ,NIJMEGEN,Postbus,146,,6500AC,NIJMEGEN,,,,,,,,
189,100B526,,,,2020-03-05T00:00:00,,AANMELDEN,4,,,centraalaanmelden@graafschapcollege.nl,,0314-353500,http://www.graafschapcollege.nl,J F Kennedylaan,49,,7001EA,Doetinchem,J F Kennedylaan,49,,7001EA,Doetinchem,,,,,,,,
190,100B526,,,,2020-03-05T00:00:00,,ALGEMEEN,1,,,cvb@graafschapcollege.nl,,0314353500,http://www.graafschapcollege.nl,J F Kennedylaan,49,,7001EA,Doetinchem,J F Kennedylaan,49,,7001EA,Doetinchem,,,,,,,,
191,100B526,,,,2025-08-18T00:00:00,,ALGEMEEN,2,,CvB,cvb@graafschapcollege.nl,,+31883242153,http://www.graafschapcollege.nl,J F Kennedylaan,49,,7001EA,Doetinchem,J F Kennedylaan,49,,7001EA,Doetinchem,,,,,,,,
192,100B527,,,,1993-06-24T00:00:00,,ALGEMEEN,1,,,,,,,Koediefslaan,73,,2101BT,HEEMSTEDE,Postbus,93,,2100AB,HEEMSTEDE,,,,,,,,
193,100B529,,,,2004-02-06T00:00:00,,ALGEMEEN,1,,,,,0182641111,http://www.savantis.nl,Limaweg,25,,2743CB,WADDINXVEEN,Postbus,76,,2740AB,WADDINXVEEN,,,,,,,,
194,100B530,,,,2009-06-08T00:00:00,,ALGEMEEN,1,,,,,0475389160,http://www.citaverde.nl,Louis Eijssenweg,5,,6049CD,HERTEN,Postbus,569,,6040AN,ROERMOND,,,,,,,,
195,100B532,,,,2022-02-17T00:00:00,,ALGEMEEN,1,,,rio@lpsnet.nl,,0164230166,http://www.lowysporquin.nl,Marslaan,1,,4624CT,BERGEN OP ZOOM,Postbus,543,,4600AM,BERGEN OP ZOOM,,,,,,,,
196,100B533,,,,1993-12-31T00:00:00,,ALGEMEEN,1,,,,,0113231170,,Zusterstraat,11,,4461JA,GOES,Postbus,2102,,4460MC,GOES,,,,,,,,
197,100B537,,,,2023-03-20T00:00:00,,ALGEMEEN,1,,,bestuur@csg.nl,,0505742766,http://www.csg.nl,Eenrumermaar,4,,9735AD,GRONINGEN,Postbus,9475,,9703LR,GRONINGEN,,,,,,,,
198,100B542,,,,2012-07-10T00:00:00,,ALGEMEEN,1,,,,,0355248020,http://www.erfgooiers.nl,Graaf Wichman,175,,1276KD,HUIZEN,Postbus,163,,1270AD,HUIZEN,,,,,,,,
199,100B543,,,,1994-05-31T00:00:00,,ALGEMEEN,1,,,,,0114312555,,Tivoliweg,41,,4561HK,HULST,Postbus,32,,4560AA,HULST,,,,,,,,
200,100B544,,,,2022-10-11T00:00:00,,ALGEMEEN,1,,,,,0307541700,http://www.rocmn.nl,Brandenburchdreef,20,,3562CS,UTRECHT,Postbus,3065,,3502GB,UTRECHT,,,,,,,,
201,100B545,,,,2024-02-09T00:00:00,,ALGEMEEN,1,,,wne@hetstreek.nl,,0318477100,http://www.hetstreek.nl,Zandlaan,25,,6717LN,EDE GLD,Postbus,460,,6710BL,EDE GLD,,,,,,,,
202,100B547,,,,2012-11-23T00:00:00,,ALGEMEEN,1,,,,,0318649500,http://www.aequor.nl,Horaplantsoen,18,,6717LT,EDE GLD,Postbus,601,,6710BP,EDE GLD,,,,,,,,
203,100B550,,,,2015-10-05T00:00:00,,ALGEMEEN,1,,,,,0475323437,http://www.pro-roermond.nl,Heinsbergerweg,192,,6045CL,ROERMOND,Heinsbergerweg,192,,6045CL,ROERMOND,,,,,,,,
204,100B551,,,,2018-03-30T00:00:00,,ALGEMEEN,1,,,,,0703315252,,Binckhorstlaan,36,M1.19,2516BE,'S-GRAVENHAGE,Binckhorstlaan,36,M1.19,2516BE,'S-GRAVENHAGE,,,,,,,,
205,100B552,,,,2008-06-05T00:00:00,,ALGEMEEN,1,,,,,0582677232,,Hantumerweg,28,,9101AB,DOKKUM,Postbus,166,,9100AD,DOKKUM,,,,,,,,
206,100B553,,,,2007-01-17T00:00:00,,ALGEMEEN,1,,,,,0316251830,http://www.svol.nl,Saturnus,7,,6922LX,DUIVEN,Postbus,7,,6920AA,DUIVEN,,,,,,,,
207,100B554,,,,2012-09-28T00:00:00,,ALGEMEEN,1,,,,,0575528222,http://www.isendoorn.nl,Lage Weide,1,,7231NN,WARNSVELD,Postbus,1093,,7230AB,WARNSVELD,,,,,,,,
208,100B556,,,,1997-07-10T00:00:00,,ALGEMEEN,1,,,,,0135944430,,Spoorlaan,460,,5038CH,TILBURG,Postbus,152,,5000AD,TILBURG,,,,,,,,
209,100B559,,,,2012-10-02T00:00:00,,ALGEMEEN,1,,,,,0416333069,http://www.het-willem.nl,De Gaard,4,,5146AW,WAALWIJK,De Gaard,4,,5146AW,WAALWIJK,,,,,,,,
210,100B560,,,,2001-07-18T00:00:00,,ALGEMEEN,1,,,,,0703866646,,Parkweg,20,A,2271AJ,VOORBURG,Parkweg,20,A,2271AJ,VOORBURG,,,,,,,,
211,100B561,,,,2021-08-23T00:00:00,,ALGEMEEN,1,,Bestuursondersteuning,bestuurssecretariaat@aeres.nl,,0880207000,http://www.aeres.nl,Bovenbuurtweg,27,,6717XA,EDE GLD,Postbus,245,,6710BE,EDE GLD,,,,,,,,
212,100B562,,,,2011-02-09T00:00:00,,ALGEMEEN,1,,,,,0104516555,,Alkenlaan,83,,2903EB,CAPELLE AAN DEN IJSSEL,Postbus,683,,2900AR,CAPELLE AAN DEN IJSSEL,,,,,,,,
213,100B567,,,,1995-06-02T00:00:00,,ALGEMEEN,1,,,,,0235335148,,Berlagelaan,1,,2033XS,HAARLEM,Postbus,4081,,2003EB,HAARLEM,,,,,,,,
214,100B568,,,,2025-05-01T00:00:00,,ALGEMEEN,1,,,cvb@landstedegroep.nl,,0523281428,https://www.landstedegroep.nl/onderwijs/voortgezet-onderwijs/,Rechterland,1,,8024AH,Zwolle,POSTBUS,1,,8000AA,Zwolle,,,,,,,,
215,100B570,,,,1997-10-07T00:00:00,,ALGEMEEN,1,,,,,0318675611,,Horapark,6,,6717LZ,EDE GLD,Postbus,245,,6710BE,EDE GLD,,,,,,,,
216,100B572,,,,2022-04-15T00:00:00,,ALGEMEEN,1,,,s.cvb@hmcollege.nl,,0102855555,http://www.hmcollege.nl,Erasmuspad,10,,3052KP,ROTTERDAM,Postbus,12166,,3004GD,ROTTERDAM,,,,,,,,
217,100B573,,,,2012-09-10T00:00:00,,ALGEMEEN,1,,,,,0886572663,http://www.davinci.nl,Leerparkpromenade,100,,3312KW,DORDRECHT,Postbus,1184,,3300BD,DORDRECHT,,,,,,,,
218,100B574,,,,2022-04-29T00:00:00,,ALGEMEEN,1,Bestuurssecretaris,Jeroen Wezenberg,info@svoaz.nl,,0206763868,http://www.svoaz.nl,Beethovenplein,2,,1077WM,Amsterdam,Beethovenplein,2,,1077WM,Amsterdam,,,,,,,,
219,100B575,,,,2024-12-25T00:00:00,,ALGEMEEN,1,,Bestuurssecretariaat,info@driestarwartburg.nl,,0182691691,http://www.driestarwartburg.nl,Ronsseplein,1,,2803ZV,GOUDA,Postbus,148,,2800AC,GOUDA,,,,,,,,
220,100B577,,,,2023-09-12T00:00:00,,ALGEMEEN,1,,,cvb@landstedegroep.nl,,0888508000,http://www.landstedegroep.nl,Rechterland,1,,8024AH,ZWOLLE,Postbus,1,,8000AA,ZWOLLE,,,,,,,,
221,100B581,,,,2022-05-25T00:00:00,,ALGEMEEN,1,,,hotspot@noorderpoort.nl,,0505977400,http://www.noorderpoort.nl,Verzetsstrijderslaan,4,,9727CE,GRONINGEN,Postbus,530,,9700AM,GRONINGEN,,,,,,,,
222,100B582,,,,2022-04-08T00:00:00,,ALGEMEEN,1,,,,,0263129000,http://www.rijnijssel.nl,Tivolilaan,10,,6824BW,Arnhem,Postbus,5162,,6802ED,ARNHEM,,,,,,,,
223,100B583,,,,2010-10-10T00:00:00,,ALGEMEEN,1,,,,,,http://www.bonairegov.com,,,,,,,,,,,,,,,,,,
224,100B584,,,,2010-10-10T00:00:00,,ALGEMEEN,1,,,,,,http://www.statiagovernment.com,,,,,,,,,,,,,,,,,,
225,100B585,,,,2010-10-10T00:00:00,,ALGEMEEN,1,,,,,,http://www.sabagovernment.com,,,,,,,,,,,,,,,,,,
226,100B587,,,,2023-06-21T00:00:00,,ALGEMEEN,1,,,bestuurssecretariaat@ogvo.nl,,0773590500,http://www.ogvo.nl,Hogeweg,26,A,5911EB,VENLO,Postbus,270,,5900AG,VENLO,,,,,,,,
227,100B588,,,,2020-01-28T00:00:00,,AANMELDEN,6,,,Bestuurssecretariaat@deltion.nl,,038-8503000,http://www.deltion.nl,,,,,,,,,,,,,,,,,,
228,100B588,,,,2012-09-05T00:00:00,,ALGEMEEN,1,,,,,0388503000,http://www.deltion.nl,Mozartlaan,15,,8031AA,ZWOLLE,Postbus,565,,8000AN,ZWOLLE,,,,,,,,
229,100B590,,,,2022-10-10T00:00:00,,ALGEMEEN,1,,,info@scsog.nl,,0503604709,http://www.scsog.nl,Eenrumermaar,4,,9735AD,GRONINGEN,Postbus,70130,,9704AC,GRONINGEN,,,,,,,,
230,100B592,,,,2024-01-30T00:00:00,,ALGEMEEN,1,,,cvb@summacollege.nl,,0402694000,https://www.summacollege.nl/,Sterrenlaan,10,,5631KA,EINDHOVEN,Postbus,6101,,5600HC,EINDHOVEN,,,,,,,,
231,100B593,,,,2014-06-07T00:00:00,,ALGEMEEN,1,,,,,0715824000,http://www.rocleiden.nl,Bargelaan,190,,2333CW,LEIDEN,Bargelaan,190,,2333CW,LEIDEN,,,,,,,,
232,100B594,,,,2025-03-04T00:00:00,,ALGEMEEN,1,,,dir@psg.nl,,0299413366,https://www.psg.nl,Spinnekop,1,,1444GN,Purmerend,Postbus,659,,1440AR,PURMEREND,,,,,,,,
233,100B596,,,,2012-09-28T00:00:00,,ALGEMEEN,1,,,,,0318698498,http://www.kchandel.nl,Horapark,2,,6717LZ,EDE GLD,Postbus,7001,,6710CB,EDE GLD,,,,,,,,
234,100B597,,,,2024-02-07T00:00:00,,ALGEMEEN,1,,,info@omo.nl,,0135955500,http://www.omo.nl,Spoorlaan,171,,5038CB,TILBURG,Postbus,574,,5000AN,TILBURG,,,,,,,,
235,100B598,,,,2016-11-04T00:00:00,,ALGEMEEN,1,,,,,0765611688,http://www.inos.nl,Reduitlaan,31,,4814DC,BREDA,Postbus,3513,,4800DM,BREDA,,,,,,,,
236,100B599,,,,2014-03-10T00:00:00,,ALGEMEEN,1,,,,,0306087909,http://www.innovam.nl,Structuurbaan,2,,3439MB,NIEUWEGEIN,Postbus,2360,,3430DV,NIEUWEGEIN,,,,,,,,
